afternoon,airlines,american,arriving,atlanta,available,baltimore,boston,cheapest,city,class,dallas,denver,fare,first,flight,flights,fly,francisco,give,ground,leaving,like,list,morning,need,oakland,one,philadelphia,pittsburgh,please,pm,round,san,show,transportation,trip,washington,wednesday,would,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5325271751042236,0.0,0.0,0.0,0.0,0.2965853927958075,0.0,0.4778434563975487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532176320730038,0.4412610584584316,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4245257680599418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648725689220187,0.6316113143373144,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666586269537638,0.7598731544932039,0.0,0.0,0.0,0.0,0.0,0.0,0.4525732150383795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5886417885964906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3260900335845623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397067896908499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486805139818481,0.0,0.0,0.5724893170533711,0.0,0.3570715860543109,0.0,0.5503544110834442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468252955924252,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3809068640127434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5947640871133152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3699766121528071,0.6035585705531601,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2714364709875009,0.0,0.0,0.0,0.1772057574302182,0.0,0.0,0.0,0.0,0.3898275802656556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108321830759674,0.0,0.803951598903744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5283472118429325,0.4377927976343767,0.0,0.0,0.0,0.5255304352869026,0.0,0.0,0.0,0.0,0.1463443161799326,0.0,0.0,0.0,0.0,0.3219367784058622,0.0,0.0,0.0,0.3576933092691374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544019200956577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2369372311719437,0.0,0.0,0.6079004744441011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4156056658946429,0.5253465248424044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.4162076626641457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3134922066034796,0.0,0.0,0.0,0.0,0.4682630284040328,0.0,0.0,0.0,0.0,0.4008157561410935,0.0,0.0,0.0,0.0,0.0,0.0,0.3589917987120782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4687165158759867,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4245257680599418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648725689220187,0.6316113143373144,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3464834959462469,0.0,0.0,0.0,0.4713803284286932,0.0,0.29400814389545,0.0,0.4531547320113723,0.0,0.191941545806661,0.0,0.0,0.0,0.0,0.0,0.0,0.3847071644481329,0.0,0.0,0.0,0.0,0.0,0.0,0.4255803259101677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.623262645077611,0.7820125799824834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.488573617768441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439234406047123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5615835637204246,0.0,0.0,0.0,0.0,0.0,0.0,0.502983953545395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.5093634597318959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4579247600788046,0.0,0.0,0.4336666845615075,0.0,0.0,0.0,0.0,0.0,0.0,0.5854801334786282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.5904783566615736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5308481687090402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078943428693064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5861965880760527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195952375855768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3437151571678244,0.0,0.4445008676997082,0.0,0.0,0.2915388110064161,0.0,0.0,0.0,0.4661118079911125,0.0,4.0
0.0,0.0,0.0,0.0,0.4472234696641612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627793572349813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370764465100003,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.5918487057458972,0.0,0.0,0.0,0.3565337578746023,0.0,0.0,0.0,0.4279863487539524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5826031876697731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3186373600423607,0.0,0.4299200409901864,0.0,0.0,0.316938609248329,0.0,0.409069069304342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4377412653941804,0.0,0.2626207125596729,0.0,0.4304234560896947,0.0,0.0,0.0,4.0
0.0,0.7501572155650432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3688744677743805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488130637656767,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545643965534973,0.0,0.0,0.3030141719450059,0.4825321211666419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3480348181603543,0.0,0.417003413612304,0.0,0.0,0.2873982339923952,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4456456907342812,0.0,0.0,0.0,0.3600393753891294,0.0,0.0,0.3998835874384526,0.0,0.0,0.0,0.0,0.0,0.0,0.6066422462982646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379275451358139,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3651183719271596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756617359631459,0.6404449961054646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.4671105771135692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5640900937068595,0.0,0.0,0.0,0.5422799379348093,0.0,0.2296920724741221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3417368807816575,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.4935084003907529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201678540375855,0.0,0.0,0.0,0.0,0.0,0.0,0.567255775052427,0.0,0.0,0.0,0.0,0.0,0.0,0.5080642861359975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3191791375058672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768157437767754,0.0,0.2848766264425146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021821750157918,0.0,0.2701954130387972,0.2630672452057379,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953900602362597,0.0,0.0,0.0,0.0,0.0,0.3826580690522625,0.3916189989975206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4845480221327022,0.0,0.0,0.0,0.4764477348051188,0.0,0.0,0.4474828001394043,4.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.6643405302773576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474300367464498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6577608369707416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7532268458754968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.7665274931438455,0.0,0.0,0.6422114933996524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43485478864424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5792533449031596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3603280607704578,0.5878184786420685,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5078475330727992,0.0,0.0,0.0,0.6096247735396069,0.0,0.0,0.0,0.0,0.3395240869781209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5051454374735346,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036075250502171,0.0,0.0,0.0,0.0,0.0,0.6120708314663296,0.0,0.0,0.0,0.6800516620014648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4495036667258237,0.0,0.0,0.613750822851627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4893791968275723,0.0,0.0,0.0,0.4263383430579412,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952611280093361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979648966257057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980602628245961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.6815671205644167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127382210069404,0.0,0.0,0.0,0.4000226652113351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3633134645904054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913403433240518,0.0,0.0,0.0,0.4756934210705337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3711724862219395,0.0,0.0,0.5922860936712641,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1887354115758957,0.0,0.3040809952300349,0.0,0.0,0.4151911871940549,0.3696253948030351,0.0,0.0,0.0,0.0,0.0,0.0,0.331056060788423,0.0,0.4281298139140565,0.0,0.2884100781782009,0.0,0.0,0.0,0.0,0.0,0.4322423072868873,4.0
0.0,0.0,0.0,0.0,0.6283110673077076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648602962277292,0.0,0.0,0.5349374247930047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.4022614098724804,0.0,0.0,0.0,0.0,0.0,0.0,0.4239126301661504,0.0,0.0,0.0,0.0,0.2360936677162532,0.0,0.0,0.0,0.0,0.5193726464452684,0.0,0.0,0.0,0.5770577737989034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.373695042468412,0.0,0.4562642526483976,0.0,0.0,0.3317089624848726,0.0,0.0,0.0,0.4512800220161657,0.0,0.2814712317171748,0.0,0.4338315901312731,0.2665605935726752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.4988084926354775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611947984331538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54384194284567,0.0,0.0,0.3748151905781592,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196457596681314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907687962018092,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5456066385463589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5169135749137155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999422314145466,0.0,0.0,0.0,0.0,0.0,0.0,0.5245569211965646,0.0,0.0,0.0,0.0,4.0
0.0,0.4970341865163887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6002263159615312,0.0,0.0,0.0,0.5770189779925581,0.0,0.2444063953698091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.5404670941833437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601479913232297,0.0,0.0,0.5110708497481932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4847326404564368,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3719932011067908,0.0,0.0,0.3522872582291514,0.0,0.0,0.0,0.0,0.0,0.0,0.4756122577858983,0.0,0.0,0.0,0.0,0.0,0.449407451020858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556184024609162,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4077697660275574,0.0,0.0,0.0,0.0,0.4175828337457226,0.0,0.0,0.0,0.2726165797637973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4056001524751799,0.0,0.0,0.0,0.6484729073945367,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6116718140677299,0.5068362408514293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338847982348743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041395260172231,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212678258118412,0.0,0.3426565044283213,0.5456601876144354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715585780225569,0.0,0.0,0.3249975854481811,0.0,0.0,0.0,0.4600201246635385,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4537249383310828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7239977808140798,0.0,0.0,0.0,0.5195776108655399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7178575258661225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6961900405473849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.3792831585106591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3229176862194037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3904700041975924,0.0,0.0,0.5520442426482509,0.0,0.0,0.0,0.5428156073453823,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3627162449324803,0.0,0.0,0.0,0.0,0.3714450899095757,0.0,0.0,0.0,0.2424958159148513,0.0,0.0,0.6221619152727021,0.0,0.5334564661639613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123159140914157,0.7145746533986832,0.0,0.0,0.0,0.0,0.0,0.6259727106874511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
